-2.000000000000000000e+04, -4.810000000000000142e+01
-1.990000000000000000e+04, -2.930000000000000071e+01
-1.980000000000000000e+04, -4.660000000000000142e+01
-1.970000000000000000e+04, -4.260000000000000142e+01
-1.960000000000000000e+04, -2.789999999999999858e+01
-1.950000000000000000e+04, -3.860000000000000142e+01
-1.940000000000000000e+04, -5.729999999999999716e+01
-1.930000000000000000e+04, -4.110000000000000142e+01
-1.920000000000000000e+04, -4.060000000000000142e+01
-1.910000000000000000e+04, 2.000000000000000000e+00
-1.900000000000000000e+04, -9.800000000000000711e+00
-1.890000000000000000e+04, -1.980000000000000071e+01
-1.880000000000000000e+04, -2.219999999999999929e+01
-1.870000000000000000e+04, -3.119999999999999929e+01
-1.860000000000000000e+04, -5.150000000000000000e+01
-1.850000000000000000e+04, -6.679999999999999716e+01
-1.840000000000000000e+04, -8.909999999999999432e+01
-1.830000000000000000e+04, -7.459999999999999432e+01
-1.820000000000000000e+04, -6.029999999999999716e+01
-1.810000000000000000e+04, -6.420000000000000284e+01
-1.800000000000000000e+04, -8.429999999999999716e+01
-1.790000000000000000e+04, -9.009999999999999432e+01
-1.780000000000000000e+04, -9.370000000000000284e+01
-1.770000000000000000e+04, -1.069000000000000057e+02
-1.760000000000000000e+04, -1.092999999999999972e+02
-1.750000000000000000e+04, -8.359999999999999432e+01
-1.740000000000000000e+04, -6.160000000000000142e+01
-1.730000000000000000e+04, -1.930000000000000071e+01
-1.720000000000000000e+04, -3.300000000000000000e+01
-1.710000000000000000e+04, -3.620000000000000284e+01
-1.700000000000000000e+04, -2.430000000000000071e+01
-1.690000000000000000e+04, -2.760000000000000142e+01
-1.680000000000000000e+04, -4.839999999999999858e+01
-1.670000000000000000e+04, -5.110000000000000142e+01
-1.660000000000000000e+04, -5.260000000000000142e+01
-1.650000000000000000e+04, -5.570000000000000284e+01
-1.640000000000000000e+04, -4.129999999999999716e+01
-1.630000000000000000e+04, -5.860000000000000142e+01
-1.620000000000000000e+04, -7.720000000000000284e+01
-1.610000000000000000e+04, -8.250000000000000000e+01
-1.600000000000000000e+04, -9.800000000000000000e+01
